Titre;Réalisateur;Adresse;Organisme Demandeur;Type de tournage;Arrondissement;Date debut;Date fin;xy
DANIEL;CYRIL MENNEGUN;CITE  CHARLES GODON;UNITE DE PRODUCTION;LONG METRAGE;75009;2016-05-27;2016-05-27;48.879309, 2.340957
VIVE LA CRISE;JEAN FRANCOIS DAVY;PASSAGE  DES JACOBINS;LES FILMS MONTAIGNE;LONG METRAGE;75001;2016-05-30;2016-06-01;48.867028, 2.33172
RAID DINGUE;DANY BOON;RUE  DU FAUBOURG SAINT HONORE;PATHE TELEVISION;LONG METRAGE;75008;2016-05-31;2016-05-31;48.872633, 2.311702
BEFIKRE;ADITYA CHOPRA;RUE  SOUFFLOT;FIRSTEP;LONG METRAGE;75005;2016-05-31;2016-05-31;48.846812, 2.342596
VIVE LA CRISE;JEAN FRANCOIS DAVY;AVENUE  MONTAIGNE;LES FILMS MONTAIGNE;LONG METRAGE;75008;2016-05-31;2016-05-31;48.86649, 2.305758
BEFIKRE;ADITYA CHOPRA;RUE  SAINT BERNARD (PLACE EN EPIS);FIRSTEP;LONG METRAGE;75008;2016-06-02;2016-06-02;
MARIE FRANCINE;VALERIE LEMERCIER;75  BOULEVARD  DE MONTMORENCY;RECTANGLE PRODUCTIONS;LONG METRAGE;75016;2016-06-06;2016-06-06;48.850121, 2.261817
MARIE FRANCINE;VALERIE LEMERCIER;BOULEVARD  SUCHET (NIVEAU SQUARE TOLSTOI);RECTANGLE PRODUCTIONS;LONG METRAGE;75016;2016-06-06;2016-06-06;48.855616, 2.263306
MARIE FRANCINE;VALERIE LEMERCIER;41  RUE  POUSSIN;RECTANGLE PRODUCTIONS;LONG METRAGE;75016;2016-06-06;2016-06-06;48.848352, 2.260817
VIVE LA CRISE;JEAN FRANCOIS DAVY;38  AVENUE  SIMON BOLIVAR;LES FILMS MONTAIGNE;LONG METRAGE;75019;2016-06-06;2016-06-07;48.87542, 2.382281
MARIE FRANCINE;VALERIE LEMERCIER;PARKING  ROUTE DU POINT DE VUE;RECTANGLE PRODUCTIONS;LONG METRAGE;75012;2016-06-09;2016-06-09;48.818552, 2.4512
LA MELODIE;RACHID HAMI;EGLISE  SAINT ETIENNE DU MONT;MIZAR FILMS;LONG METRAGE;75005;2016-06-09;2016-06-09;48.846736, 2.348068
MARIE FRANCINE;VALERIE LEMERCIER;14  RUE  BOIS LE VENT;RECTANGLE PRODUCTIONS;LONG METRAGE;75016;2016-06-10;2016-06-10;48.857662, 2.276467
LA MELODIE;RACHID HAMI;23  RUE  DU DOCTEUR POTAIN;MIZAR FILMS;LONG METRAGE;75019;2016-06-13;2016-06-14;48.877122, 2.397805
UNE VIE VIOLENTE;THIERRY DE PERRETI;RUE  DE LA GAITE;LES FILMS VELVET;LONG METRAGE;75014;2016-06-16;2016-06-17;48.839646, 2.323658
UNE VIE VIOLENTE;THIERRY DE PERRETI;BOULEVARD  EDGAR QUINET;LES FILMS VELVET;LONG METRAGE;75014;2016-06-16;2016-06-17;48.840764, 2.326543
UNE VIE VIOLENTE;THIERRY DE PERRETI;PLACE  STEPHANE HESSEL;LES FILMS VELVET;LONG METRAGE;75014;2016-06-16;2016-06-17;
SOUS LE MEME TOIT;DOMINIQUE FARRUGIA;27/50  RUE  DU CHATEAU LANDON/LYCEE COLBERT;EUROPA CORP;LONG METRAGE;75010;2016-06-20;2016-06-20;48.883414, 2.364165
EMBRASSE MOI;CYPRIEN VIAL;RUE  TURGOT/CONDORCET;NOLITA CINEMA;LONG METRAGE;75009;2016-06-24;2016-06-24;48.880017, 2.344292
SOUS LE MEME TOIT;DOMINIQUE FARRUGIA;87  RUE  DE VILLIERS;EUROPA CORP;LONG METRAGE;75017;2016-06-24;2016-06-24;48.884206, 2.301948
LA MELODIE;RACHID HAMI;RUE  JEAN QUARRE;MIZAR FILMS;LONG METRAGE;75019;2016-06-27;2016-06-27;48.87683, 2.396256
SOUS LE MEME TOIT;DOMINIQUE FARRUGIA;117  RUE  DU CHERCHE MIDI/REST. CHEZ DUMONET;EUROPA CORP;LONG METRAGE;75006;2016-06-27;2016-06-27;48.845823, 2.31981
LE GRAND SAUT;E.TOLENADO/O.NAKACHE;7  RUE  DE L'ECHELLE;QUAD;LONG METRAGE;75001;2016-06-29;2016-06-29;48.864024, 2.334199
LA MELODIE;RACHID HAMI;209  RUE  DE BELLEVILLE;MIZAR FILMS;LONG METRAGE;75019;2016-06-30;2016-06-30;48.875516, 2.394263
120 BATTEMENTS PAR MINUTE;ROBIN CAMPILLO;BOULEVARD  HENRI IV;LES FILMS DE PIERRE;LONG METRAGE;75004;2016-07-02;2016-07-02;48.85172, 2.36443
EMBRASSE MOI;CYPRIEN VIAL;BOIS*  DE VINCENNES;NOLITA CINEMA;LONG METRAGE;75012;2016-07-06;2016-07-06;48.824166, 2.42055
BEFIKRE;ADITYA CHOPRA;5/11  RUE  DE CONSTANTINE;FIRSTEP;LONG METRAGE;75007;2016-04-27;2016-04-27;48.860074, 2.31499
BEFIKRE;ADITYA CHOPRA;AVENUE  DE TOURVILLE;FIRSTEP;LONG METRAGE;75007;2016-04-27;2016-04-27;48.854185, 2.308388
ALIBI.COM;PHILIPPE LACHEAU;4  RUE  ROBERVAL;FECHNER FILMS;LONG METRAGE;75017;2016-04-28;2016-04-29;48.894485, 2.322138
LA NIAQUE;CHAD CHENOUGA;24/39  RUE  OBERKAMPF;TS PRODUCTIONS;LONG METRAGE;75011;2016-04-29;2016-04-29;48.864326, 2.37131
MARIE FRANCINE;VALERIE LEMERCIER;69/71  RUE  DE LA FAISANDERIE;RECTANGLE PRODUCTIONS;LONG METRAGE;75016;2016-04-29;2016-04-29;48.867748, 2.275333
CHERCHEZ LA FEMME;SOU ABADI;PLACE  DES ETATS UNIS/RUE GALILEE;THE FILM;LONG METRAGE;75016;2016-05-02;2016-05-02;48.867838, 2.29365
PLONGER;MELANIE LAURENT;RUE  HEROLD;MOVE MOVIE;LONG METRAGE;75001;2016-05-03;2016-05-03;48.864965, 2.341557
MARIE FRANCINE;VALERIE LEMERCIER;60  BOULEVARD  ROCHECHOUART;RECTANGLE PRODUCTIONS;LONG METRAGE;75018;2016-05-03;2016-05-03;48.883217, 2.344838
MARIE FRANCINE;VALERIE LEMERCIER;BOULEVARD  DE ROCHECHOUART (TERRE PLEIN CENTRAL);RECTANGLE PRODUCTIONS;LONG METRAGE;75009;2016-05-03;2016-05-03;48.882996, 2.345851
FLEUVE NOIR;ERICK ZONCA;38/44  BOULEVARD  DE CLICHY;CURIOSA FILMS;LONG METRAGE;75018;2016-05-03;2016-05-03;48.883059, 2.3358
PLONGER;MELANIE LAURENT;6  CITE  DE L'AMEUBLEMENT;MOVE MOVIE;LONG METRAGE;75011;2016-05-04;2016-05-04;48.850974, 2.38571
MARIE FRANCINE;VALERIE LEMERCIER;11  SQUARE  CHATILLON;RECTANGLE PRODUCTIONS;LONG METRAGE;75014;2016-05-04;2016-05-05;48.825684, 2.323212
FLEUVE NOIR;ERICK ZONCA;68  BOULEVARD  DE CLICHY;CURIOSA FILMS;LONG METRAGE;75018;2016-05-04;2016-05-04;48.883568, 2.334099
DEMAIN ET TOUS LES AUTRES JOURS (2);NOVEMIE LVOVSKY;15  RUE  POLIVEAU;F COMME FILM;LONG METRAGE;75005;2016-05-09;2016-05-13;48.840246, 2.360048
CHERCHEZ LA FEMME;SOU ABADI;AVENUE  DU RECTEUR POINCARE/MILLERET DE BROU;THE FILM;LONG METRAGE;75016;2016-05-09;2016-05-09;48.852721, 2.272468
FLORA63;STEPHANE ROBELIN;5  RUE  DE BELLEVILLE;ICI ET LA PRODUCTIONS;LONG METRAGE;75019;2016-05-10;2016-05-10;48.872458, 2.377741
BEFIKRE;ADITYA CHOPRA;80  QUAI  DE JEMMAPES/COMPTOIR GENERAL;FIRSTEP;LONG METRAGE;75010;2016-05-11;2016-05-11;48.872299, 2.364978
MARIE FRANCINE;VALERIE LEMERCIER;PONT  DE GRENELLE;RECTANGLE PRODUCTIONS;LONG METRAGE;75015;2016-05-11;2016-05-11;48.851806, 2.285572
FLORA63;STEPHANE ROBELIN;39  RUE  DE BELLEVILLE;ICI ET LA PRODUCTIONS;LONG METRAGE;75019;2016-05-11;2016-05-11;48.872951, 2.380028
FLORA63;STEPHANE ROBELIN;RUE  DES MARTYRS;ICI ET LA PRODUCTIONS;LONG METRAGE;75018;2016-05-13;2016-05-13;48.883368, 2.339613
BEFIKRE;ADITYA CHOPRA;AVENUE  DES CHAMPS ELYSEES;FIRSTEP;LONG METRAGE;75008;2016-05-17;2016-05-17;48.871088, 2.303634
BEFIKRE;ADITYA CHOPRA;SQUARE  LOUIS XIII;FIRSTEP;LONG METRAGE;75004;2016-05-18;2016-05-19;48.852279, 2.351269
PLONGER;MELANIE LAURENT;RUE  YVES TOUDIC;MOVE MOVIE;LONG METRAGE;75010;2016-05-19;2016-05-19;48.87013, 2.363473
BEFIKRE;ADITYA CHOPRA;PLACE  JOSE MARTI;FIRSTEP;LONG METRAGE;75016;2016-05-20;2016-05-20;
BEFIKRE;ADITYA CHOPRA;PELOUSE  ALFRED DE MUSSET;FIRSTEP;LONG METRAGE;75017;2016-05-23;2016-05-23;
BEFIKRE;ADITYA CHOPRA;AVENUE  GUSTAVE EIFFEL;FIRSTEP;LONG METRAGE;75007;2016-05-26;2016-05-26;48.857581, 2.294681
BIENVENUE AU GONDWANA;MAMANE;SQUARE  DE L'ALBONI;MANDARIN CINEMA;LONG METRAGE;75016;2016-05-26;2016-05-26;48.857775, 2.286463
BEFIKRE;ADITYA CHOPRA;RUE  NORVINS;FIRSTEP;LONG METRAGE;75018;2016-05-27;2016-05-27;48.887076, 2.339533
BEFIKRE;ADITYA CHOPRA;PLACE  MARCEL AYME;FIRSTEP;LONG METRAGE;75018;2016-05-27;2016-05-27;48.887663, 2.337881
BEFIKRE;ADITYA CHOPRA;PARC  MONCEAU;FIRSTEP;LONG METRAGE;75017;2016-05-30;2016-05-30;48.882038, 2.318074
BEFIKRE;ADITYA CHOPRA;RUE  FABERT;FIRSTEP;LONG METRAGE;75007;2016-05-30;2016-05-30;48.860057, 2.311255
DANIEL;CYRIL MENNEGUN;34 BIS  IMPASSE  DE LA TOUR D'AUVERGNE;UNITE DE PRODUCTION;LONG METRAGE;75009;2016-05-30;2016-06-01;48.879763, 2.342312
BEFIKRE;ADITYA CHOPRA;65  RUE  MOUFFETARD;FIRSTEP;LONG METRAGE;75005;2016-05-31;2016-05-31;48.842472, 2.349811
VIVE LA CRISE;JEAN FRANCOIS DAVY;RUE  FRANCOIS 1ER;LES FILMS MONTAIGNE;LONG METRAGE;75008;2016-05-31;2016-05-31;48.867743, 2.305237
BEFIKRE;ADITYA CHOPRA;89  RUE  DU FAUBOURG SAINT ANTOINE;FIRSTEP;LONG METRAGE;75011;2016-06-01;2016-06-01;48.85164, 2.37514
BEFIKRE;ADITYA CHOPRA;PLACE  DE LA BASTILLE;FIRSTEP;LONG METRAGE;75011;2016-06-01;2016-06-01;48.853715, 2.37009
BEFIKRE;ADITYA CHOPRA;16  RUE  DE LA FORGE ROYALE;FIRSTEP;LONG METRAGE;75011;2016-06-02;2016-06-02;48.85143, 2.380553
BEFIKRE;ADITYA CHOPRA;RUE  DES BARRES;FIRSTEP;LONG METRAGE;75004;2016-06-02;2016-06-02;48.855335, 2.355315
VIVE LA CRISE;JEAN FRANCOIS DAVY;PLACE  DU PALAIS ROYAL;LES FILMS MONTAIGNE;LONG METRAGE;75001;2016-06-03;2016-06-03;48.862388, 2.337206
LUMIERE AMOUREUSE;FRANCHIN DOM;12  PLACE  DU PANTHEON;KOI FILMS;LONG METRAGE;75005;2016-06-07;2016-06-07;48.846802, 2.344876
LA MELODIE;RACHID HAMI;34  RUE  DE L'ECHIQUIER;MIZAR FILMS;LONG METRAGE;75010;2016-06-07;2016-06-08;48.871637, 2.350089
VIVE LA CRISE;JEAN FRANCOIS DAVY;RUE  SAINT JULIEN LE PAUVRE;LES FILMS MONTAIGNE;LONG METRAGE;75005;2016-06-08;2016-06-08;48.852332, 2.346983
MARIE FRANCINE;VALERIE LEMERCIER;2  ROUTE  DE LA FERME/PARKING;RECTANGLE PRODUCTIONS;LONG METRAGE;75012;2016-06-09;2016-06-09;48.8209, 2.452035
VIVE LA CRISE;JEAN FRANCOIS DAVY;CIMETIERE*  DE THIAIS;LES FILMS MONTAIGNE;LONG METRAGE;94320;2016-06-09;2016-06-09;48.764193, 2.369363
TELLE MERE TELLE FILLE;NOEMIE SAGLIO;34/52  RUE  DU CHATEAU D'EAU;PAN EUROPENNE PRODUCTION;LONG METRAGE;75010;2016-06-13;2016-06-13;48.871558, 2.357742
TELLE MERE TELLE FILLE;NOEMIE SAGLIO;43/61  RUE  DU FAUBOURG SAINT MARTIN;PAN EUROPENNE PRODUCTION;LONG METRAGE;75010;2016-06-13;2016-06-13;48.871623, 2.356947
UNE VIE VIOLENTE;THIERRY DE PERRETI;PLACE  DAUPHINE;LES FILMS VELVET;LONG METRAGE;75001;2016-06-16;2016-06-16;48.856822, 2.342303
UNE VIE VIOLENTE;THIERRY DE PERRETI;RUE  DU MONTPARNASSE;LES FILMS VELVET;LONG METRAGE;75014;2016-06-16;2016-06-17;48.842083, 2.325693
SOUS LE MEME TOIT;DOMINIQUE FARRUGIA;1  BOULEVARD  DES ITALIENS/BRASSERIE LE CARDINAL;EUROPA CORP;LONG METRAGE;75002;2016-06-21;2016-06-21;48.871891, 2.339795
LA MELODIE;RACHID HAMI;14  RUE  LINCOLN;MIZAR FILMS;LONG METRAGE;75008;2016-06-22;2016-06-22;48.870512, 2.303157
LA MELODIE;RACHID HAMI;23  RUE  DU DOCTEUR POTAIN;MIZAR FILMS;LONG METRAGE;75019;2016-06-27;2016-06-27;48.877122, 2.397805
L'AMANT D'UN JOUR;PHILIPPE GARREL;66  RUE  DU PRE SAINT GERVAIS;SBS FILMS;LONG METRAGE;75019;2016-06-27;2016-06-27;48.878816, 2.397859
BEFIKRE;ADITYA CHOPRA;JARDIN*  LOUISE MICHEL (PARTIE HAUTE);FIRSTEP;LONG METRAGE;75018;2016-06-28;2016-06-28;
BEFIKRE;ADITYA CHOPRA;PASSERELLE*  DES ARTS;FIRSTEP;LONG METRAGE;75006;2016-06-28;2016-06-28;48.856317, 2.335571
LA MELODIE;RACHID HAMI;209  RUE  DE BELLEVILLE;MIZAR FILMS;LONG METRAGE;75019;2016-06-28;2016-06-28;48.875516, 2.394263
120 BATTEMENTS PAR MINUTE;ROBIN CAMPILLO;RUE  DE HARLAY;LES FILMS DE PIERRE;LONG METRAGE;75001;2016-07-02;2016-07-02;48.856701, 2.343164
120 BATTEMENTS PAR MINUTE;ROBIN CAMPILLO;RUE  DE LUTECE;LES FILMS DE PIERRE;LONG METRAGE;75004;2016-07-02;2016-07-02;48.854791, 2.3472
120 BATTEMENTS PAR MINUTE;ROBIN CAMPILLO;QUAI  DE L'HOTEL DE VILLE;LES FILMS DE PIERRE;LONG METRAGE;75004;2016-07-02;2016-07-02;48.854811, 2.354243
120 BATTEMENTS PAR MINUTE;ROBIN CAMPILLO;QUAI  DES CELESTINS;LES FILMS DE PIERRE;LONG METRAGE;75004;2016-07-02;2016-07-02;48.852341, 2.36038
120 BATTEMENTS PAR MINUTE;ROBIN CAMPILLO;PLACE  DE LA BASTILLE;LES FILMS DE PIERRE;LONG METRAGE;75004;2016-07-02;2016-07-02;48.853575, 2.368288
L'AMANT D'UN JOUR;PHILIPPE GARREL;15  RUE  DES FETES;SBS FILMS;LONG METRAGE;75019;2016-07-04;2016-07-04;48.876379, 2.392113
L'AMANT D'UN JOUR;PHILIPPE GARREL;RUE  DES FESSART/DE LA VILLETTE (ANGLE);SBS FILMS;LONG METRAGE;75019;2016-07-04;2016-07-04;48.876995, 2.387721
LE RIRE DE MA MERE;COLOMBE SAVIGNAC;RUE  SAINT YVES;LOMA NASHA PRODUCTION;LONG METRAGE;75014;2016-07-05;2016-07-05;48.825849, 2.333073
LE RIRE DE MA MERE;COLOMBE SAVIGNAC;RUE  DES ARTISTES ET ESCALIERS;LOMA NASHA PRODUCTION;LONG METRAGE;75014;2016-07-05;2016-07-05;48.826354, 2.334666
LE RIRE DE MA MERE;COLOMBE SAVIGNAC;105  BOULEVARD  SAINT MICHEL;LOMA NASHA PRODUCTION;LONG METRAGE;75006;2016-07-06;2016-07-06;48.847681, 2.340826
SOUS LE MEME TOIT;DOMINIQUE FARRUGIA;315  RUE  DE BELLEVILLE;EUROPA CORP;LONG METRAGE;75019;2016-07-08;2016-07-08;48.876516, 2.403625
SOUS LE MEME TOIT;DOMINIQUE FARRUGIA;AVENUE  DES PORTUGAIS;EUROPA CORP;LONG METRAGE;75016;2016-07-12;2016-07-12;48.871209, 2.293356
LA MELODIE;RACHID HAMI;PLACE  DES FETES;MIZAR FILMS;LONG METRAGE;75019;2016-07-18;2016-07-18;48.877481, 2.393126
FREED;JAMES FOLEY;PLACE  DE L'OPERA;PENINSULA FILM;LONG METRAGE;75002;2016-07-18;2016-07-19;48.870057, 2.33227
LES CARNIVORES;JEREMIE RENIER;54  AVENUE  DE VERVAILLES;CHI FOU MI PRODUCTIONS;LONG METRAGE;75016;2016-07-18;2016-07-22;48.848199, 2.274253
LA MELODIE;RACHID HAMI;RUE  JEAN QUARRE;MIZAR FILMS;LONG METRAGE;75019;2016-07-19;2016-07-19;48.87683, 2.396256
EYE ON JULIET;KIM NGUYEN;RUE  DE NEVERS/DE NESLES;LA RUCHE PRODUCTION;LONG METRAGE;75006;2016-07-19;2016-07-19;48.85575, 2.339295
FREED;JAMES FOLEY;PLACE  DU CARROUSEL;PENINSULA FILM;LONG METRAGE;75001;2016-07-19;2016-07-20;48.862265, 2.345678
BAD BUZZ;STEPHANE KAZANDJIAN;RUE  D'ORSEL ET DE STEINKERQUE;ECHO FILMS;LONG METRAGE;75018;2016-07-20;2016-07-20;48.883676, 2.34365
MADAME;AMANDA STHERS;5  AVENUE  MAC MAHON/CINEMA MAC MAHON;LGM FILMS;LONG METRAGE;75017;2016-07-20;2016-07-20;48.875539, 2.294478
L'AMANT D'UN JOUR;PHILIPPE GARREL;RUE  DAVID D'ANGERS;SBS FILMS;LONG METRAGE;75019;2016-07-21;2016-07-21;48.882223, 2.392631
BRAS OUVERTS;P. DE CHAUVERON;PORTE  DES LILAS/METRO;PULSAR PRODUCTIONS;LONG METRAGE;75020;2016-07-21;2016-07-22;48.877527, 2.40813
EMBRASSE MOI;CYPRIEN VIAL;RUE  DE POISSY;NOLITA CINEMA;LONG METRAGE;75005;2016-07-22;2016-07-22;48.849157, 2.35251
LA MELODIE;RACHID HAMI;7  RUE  JEAN QUARRE/COLLEGE GUILLAUME BUDE;MIZAR FILMS;LONG METRAGE;75019;2016-07-25;2016-07-29;48.87683, 2.396256
LA MELODIE;RACHID HAMI;10  RUE  D'ALSACE;MIZAR FILMS;LONG METRAGE;75010;2016-07-25;2016-07-25;48.878292, 2.358371
BAD BUZZ;STEPHANE KAZANDJIAN;35  RUE  DES RENAUDES;ECHO FILMS;LONG METRAGE;75017;2016-07-25;2016-07-25;48.881049, 2.297179
JOUR J;REEM KHERICI;59  BOULEVARD  PEREIRE;MANDARIN FILMS;LONG METRAGE;75017;2016-07-25;2016-07-29;48.887243, 2.305925
LES CARNIVORES;JEREMIE RENIER;54  AVENUE  DE VERSAILLES;CHI FOU MI PRODUCTIONS;LONG METRAGE;75016;2016-07-25;2016-07-28;48.848199, 2.274253
MADAME;AMANDA STHERS;8BIS  RUE  VERDERET/PLACE THEODORE RIVIERE;LGM FILMS;LONG METRAGE;75016;2016-07-26;2016-07-27;48.847014, 2.268191
LE REDOUTABLE;MICHEL HAZANAVICIUS;35  RUE  DE BIEVRE;LES COMPAGNONS DU CINEMA;LONG METRAGE;75005;2016-07-26;2016-07-27;48.850564, 2.350188
LE REDOUTABLE;MICHEL HAZANAVICIUS;17  RUE  DES PYRAMIDES;LES COMPAGNONS DU CINEMA;LONG METRAGE;75001;2016-07-27;2016-07-27;48.865458, 2.333196
LE REDOUTABLE;MICHEL HAZANAVICIUS;40  RUE  DE CONSTANTINOPLE;LES COMPAGNONS DU CINEMA;LONG METRAGE;75008;2016-07-28;2016-07-28;48.880334, 2.319577
TELLE MERE TELLE FILLE;NOEMIE SAGLIO;66  RUE  RENE BOULANGER;PAN EUROPENNE PRODUCTION;LONG METRAGE;75010;2016-08-01;2016-08-03;48.869092, 2.358482
LES CARNIVORES;JEREMIE RENIER;40  RUE  NOTRE DAME DES VICTOIRES (LE GALOPIN);CHI FOU MI PRODUCTIONS;LONG METRAGE;75002;2016-08-01;2016-08-01;48.868876, 2.342135
H4-93;OLIVIER AYACHE VIDAL;15/17  RUE  MALEBRANCHE;L'ATELIER DE PRODUCTION;LONG METRAGE;75005;2016-08-03;2016-08-03;48.84649, 2.341902
H4-93;OLIVIER AYACHE VIDAL;RUE  DE MEDECIS;L'ATELIER DE PRODUCTION;LONG METRAGE;75005;2016-08-03;2016-08-03;48.849157, 2.35251
LA VIE DE CHATEAU;CEDRIC IDO;BOULEVARD  DE STRASBOURG;SRAB FILMS;LONG METRAGE;75010;2016-08-03;2016-08-03;48.872684, 2.355912
TELLE MERE TELLE FILLE;NOEMIE SAGLIO;3  RUE  D'ABOUKIR;PAN EUROPENNE PRODUCTION;LONG METRAGE;75002;2016-08-04;2016-08-04;48.866054, 2.341845
LA VIE DE CHATEAU;CEDRIC IDO;RUE  DU CHATEAU D'EAU;SRAB FILMS;LONG METRAGE;75010;2016-08-04;2016-08-04;48.871162, 2.358242
LA VIE DE CHATEAU;CEDRIC IDO;BOULEVARD  DE STRASBOURG;SRAB FILMS;LONG METRAGE;75010;2016-08-04;2016-08-04;48.872684, 2.355912
LA VIE DE CHATEAU;CEDRIC IDO;PLACE  DU CAIRE/RUE DU CAIRE;SRAB FILMS;LONG METRAGE;75002;2016-08-05;2016-08-05;48.868116, 2.348787
SOUS LE MEME TOIT;DOMINIQUE FARRUGIA;AVENUE  DES PORTUGAIS;EUROPA CORP;LONG METRAGE;75016;2016-08-08;2016-08-08;48.871209, 2.293356
JOUR J;REEM KHERICI;70  RUE  DU RENDEZ VOUS;MANDARIN FILMS;LONG METRAGE;75012;2016-08-08;2016-08-08;48.846921, 2.40042
LE REDOUTABLE;MICHEL HAZANAVICIUS;BOULEVARD  RASPAIL;LES COMPAGNONS DU CINEMA;LONG METRAGE;75014;2016-08-09;2016-08-10;48.838597, 2.330571
GANGSTERDAM;ROMAIN LEVY;PLACE  DU PANTHEON;LES PRODUCTIONS DU TRESOR;LONG METRAGE;75005;2016-08-13;2016-08-13;48.845716, 2.345984
THE ESCAPE;DOMINIC SAVAGE;RUE  SAINT HONORE;HANNA FILMS;LONG METRAGE;75001;2016-10-21;2016-10-21;48.863258, 2.335191
THE ESCAPE;DOMINIC SAVAGE;2/10  COUR  DES PETITES ECURIES;HANNA FILMS;LONG METRAGE;75010;2016-10-21;2016-10-21;48.872661, 2.352878
THE ESCAPE;DOMINIC SAVAGE;4  RUE  MAZAGRAN;HANNA FILMS;LONG METRAGE;75010;2016-10-22;2016-10-22;48.870312, 2.351399
LA DOULEUR;EMMANUEL FINKIEL;RUE  ROBINEAU/PLACE MARTIN NADAUD;LES FILMS DU POISSON;LONG METRAGE;75020;2016-10-25;2016-10-25;48.865145, 2.394757
AMANT DOUBLE;FRANCOIS OZON;10  RUE  ALLET STEVENS;MANDARIN FILMS;LONG METRAGE;75016;2016-10-27;2016-10-27;48.854901, 2.266094
LOUE MOI;VIRGINE SCSWARTZ;11 BIS  RUE  DU PERCHE;MY FAMILY;LONG METRAGE;75003;2016-11-03;2016-11-03;48.860983, 2.360985
LOUE MOI;VIRGINE SCSWARTZ;18  RUE  PEREE;MY FAMILY;LONG METRAGE;75003;2016-11-03;2016-11-03;48.865068, 2.360688
NUMERO UNE;TONIE MARSHALL;42  AVENUE  DE FRIEDLAND;TABO TABO FILMS;LONG METRAGE;75008;2016-11-04;2016-11-05;48.874211, 2.297694
SIMONE BENLOULOU;MYRIAM AZIZA;71  QUAI  DE SEINE;INCOGNITA;LONG METRAGE;75019;2016-11-04;2016-11-04;48.888165, 2.377387
LE BRIO;YVAN ATTAL;16  PLACE  JULES SEMARD;CHAPTER 2;LONG METRAGE;75020;2016-11-04;2016-11-05;48.86609, 2.407686
JUST DIVORCED;MAXIME GOVARE;RUE  DE LA BOURSE;LES IMPRODUCTIBLES;LONG METRAGE;75002;2016-11-05;2016-11-05;48.869552, 2.339595
NUMERO UNE;TONIE MARSHALL;8  RUE  GARANCIERE;TABO TABO FILMS;LONG METRAGE;75006;2016-11-07;2016-11-08;48.850021, 2.335781
LE BRIO;YVAN ATTAL;PLACE  LOUIS ARMAND;CHAPTER 2;LONG METRAGE;75012;2016-11-07;2016-11-07;48.845539, 2.374032
JUST DIVORCED;MAXIME GOVARE;PLACE  DES GRANDES RIGOLES;LES IMPRODUCTIBLES;LONG METRAGE;75020;2016-11-08;2016-11-08;48.873625, 2.389933
JUST DIVORCED;MAXIME GOVARE;PLACE  HENRI KRASUCKI;LES IMPRODUCTIBLES;LONG METRAGE;75020;2016-11-08;2016-11-08;48.866038, 2.390912
LE BRIO;YVAN ATTAL;203  RUE  DE LOURMEL;CHAPTER 2;LONG METRAGE;75015;2016-11-08;2016-11-08;48.836672, 2.280919
JUST DIVORCED;MAXIME GOVARE;AVENUE  PIERRE MENDES FRANCE;LES IMPRODUCTIBLES;LONG METRAGE;75013;2016-11-09;2016-11-09;48.838798, 2.370187
JUST DIVORCED;MAXIME GOVARE;QUAI  DE LA RAPEE;LES IMPRODUCTIBLES;LONG METRAGE;75012;2016-11-09;2016-11-09;48.843207, 2.371326
JUST DIVORCED;MAXIME GOVARE;RUE  VAN GOGH;LES IMPRODUCTIBLES;LONG METRAGE;75012;2016-11-09;2016-11-09;48.843723, 2.371541
L'UN DANS L'AUTRE;BRUNO CHICHE;2  PLACE  MICHEL DEBRE;VENDOME PRODUCTION;LONG METRAGE;75006;2016-11-09;2016-11-09;48.852258, 2.329812
NUMERO UNE;TONIE MARSHALL;PASSERELLE*  SIMONE DE BEAUVOIR;TABO TABO FILMS;LONG METRAGE;75012;2016-11-10;2016-11-10;
LOUE MOI;VIRGINE SCSWARTZ;2  RUE  DE WASHINGTON;MY FAMILY;LONG METRAGE;75008;2016-11-10;2016-11-10;48.87227, 2.301793
LOUE MOI;VIRGINE SCSWARTZ;11  PLACE  D'ALIGRE;MY FAMILY;LONG METRAGE;75012;2016-11-14;2016-11-14;48.849129, 2.378532
AMANT DOUBLE;FRANCOIS OZON;277  RUE  DE CHARENTON;MANDARIN FILMS;LONG METRAGE;75012;2016-11-14;2016-11-16;48.835044, 2.39314
UNE SAISON EN FRANCE;MAHAMAT-SALEH HAROUN;RUE  DES RIGOLES;PILI FILMS;LONG METRAGE;75020;2016-11-15;2016-11-15;48.872521, 2.392451
COEXISTER;FABRICE EBOUE;PROMENADE  ERIC TABARLY FACE AU 70 QUAI DE LA LOIRE;EUROPA CORP;LONG METRAGE;75019;2016-11-16;2016-11-16;48.886553, 2.377371
LOUE MOI;VIRGINE SCSWARTZ;10  RUE  CHARLOT;MY FAMILY;LONG METRAGE;75003;2016-11-18;2016-11-18;48.861448, 2.361005
COEXISTER;FABRICE EBOUE;SQUARE  LOUIS MAJORELLE;EUROPA CORP;LONG METRAGE;75011;2016-11-18;2016-11-18;48.860942, 2.37701
LEILA;NAIDRA AYADI;PLACE  DE LA PORTE MAILLOT;NOLITA CINEMA;LONG METRAGE;75017;2016-11-18;2016-11-18;48.878577, 2.283835
